dept_cd	audit_user	audit_date	descs
021612	MGR	1/1/2014 00:00:00	RETAIL BANKING RAYA CIPANAS                      
067312	MGR	1/1/2014 00:00:00	RETAIL BANKING REJANG LEBONG - M.HASAN
074812	MGR	1/1/2014 00:00:00	RETAIL BANKING REMBANG KARTINI
007212	MGR	1/1/2014 00:00:00	RETAIL BANKING RENGASDENGKLOK
073412	MGR	1/1/2014 00:00:00	RETAIL BANKING SALATIGA - SUDIRMAN
052012	MGR	1/1/2014 00:00:00	RETAIL BANKING SAMARINDA - CITRA NIAGA
053112	MGR	1/1/2014 00:00:00	RETAIL BANKING SAMARINDA - DR.SUTOMO
053612	MGR	1/1/2014 00:00:00	RETAIL BANKING SAMARINDA - LAMBUNG MANGKURAT
050712	MGR	1/1/2014 00:00:00	RETAIL BANKING SAMPIT - MAYJEN SUTOYO
053212	MGR	1/1/2014 00:00:00	RETAIL BANKING SANGATTA-DR.SOETOMO                 
053312	MGR	1/1/2014 00:00:00	RETAIL BANKING SANGGAU - A.YANI
036912	MGR	1/1/2014 00:00:00	RETAIL BANKING SBY - BUKIT DARMO BOULEVARD
074712	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG - CITRALAND
075412	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG - DOKTER CIPTO
074012	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG - GANG TENGAH
071112	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG - MT.HARYONO
070612	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG - PEMUDA
074112	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG - PURI ANJASMORO
075512	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG - SETIABUDI
074512	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG - SULTAN AGUNG
070912	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG BANGKONG
074312	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG MAJAPAHIT
074612	MGR	1/1/2014 00:00:00	RETAIL BANKING SEMARANG SUARI
045412	MGR	1/1/2014 00:00:00	RETAIL BANKING SENTANI - KEMIRI
015312	MGR	1/1/2014 00:00:00	RETAIL BANKING SERANG - A. YANI
050412	MGR	1/1/2014 00:00:00	RETAIL BANKING SIANTAN - KHATULISTIWA
063612	MGR	1/1/2014 00:00:00	RETAIL BANKING SIBOLGA - IMAM BONJOL
031612	MGR	1/1/2014 00:00:00	RETAIL BANKING SIDOARJO - A.YANI
033012	MGR	1/1/2014 00:00:00	RETAIL BANKING SIDOARJO KRIAN                      
034912	MGR	1/1/2014 00:00:00	RETAIL BANKING SIDOARJO-SEPANJANG                  
041812	MGR	1/1/2014 00:00:00	RETAIL BANKING SIDRAP SUDIRMAN                     
033912	MGR	1/1/2014 00:00:00	RETAIL BANKING SINGARAJA A YANI            
050912	MGR	1/1/2014 00:00:00	RETAIL BANKING SINGKAWANG - NIAGA
051812	MGR	1/1/2014 00:00:00	RETAIL BANKING SINTANG - MT HARYONO              
038312	MGR	1/1/2014 00:00:00	RETAIL BANKING SITUBONDO - ACHMAD YANI
035412	MGR	1/1/2014 00:00:00	RETAIL BANKING SITUBONDO - BESUKI
075112	MGR	1/1/2014 00:00:00	RETAIL BANKING SOLO - KAPTEN TENDEAN
074912	MGR	1/1/2014 00:00:00	RETAIL BANKING SOLO - RAYA PALUR
075212	MGR	1/1/2014 00:00:00	RETAIL BANKING SOLO - SLAMET RIYADI
070312	MGR	1/1/2014 00:00:00	RETAIL BANKING SOLO - SUDIRMAN
071012	MGR	1/1/2014 00:00:00	RETAIL BANKING SOLO PS KLEWER
042812	MGR	1/1/2014 00:00:00	RETAIL BANKING SORONG - A.YANI
071612	MGR	1/1/2014 00:00:00	RETAIL BANKING SRAGEN SUKOWATI
066912	MGR	1/1/2014 00:00:00	RETAIL BANKING STABAT - ZAINAL ARIFIN
020212	MGR	1/1/2014 00:00:00	RETAIL BANKING SUBANG - OTISTA
062412	MGR	1/1/2014 00:00:00	RETAIL BANKING SUDIRMAN PRABUMULIH               
050512	MGR	1/1/2014 00:00:00	RETAIL BANKING SUDIRMAN SAMARINDA                
020912	MGR	1/1/2014 00:00:00	RETAIL BANKING SUKABUMI - A. YANI
075712	MGR	1/1/2014 00:00:00	RETAIL BANKING SUKOHARJO - RAYA SOLO PERMAI
035112	MGR	1/1/2014 00:00:00	RETAIL BANKING SUMBAWA DIPONEGORO                  
023612	MGR	1/1/2014 00:00:00	RETAIL BANKING SUMEDANG - MAYOR ABDULRACHMAN
043312	MGR	1/1/2014 00:00:00	RETAIL BANKING SUNGGUMINASA - W.HASYIM
013612	MGR	1/1/2014 00:00:00	RETAIL BANKING SUPERMALL KARAWACI TANGERANG
904300	MGR	1/1/2014 00:00:00	RETAIL BANKING SUPPORT                  
039012	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA -  MARGOMULYO
030612	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - COKLAT
031112	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - DARMO
037912	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - DHARMAHUSADA
032012	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - DIPONEGORO
031912	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - GENTENG
038912	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - GRAND CITY
030712	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - GUBERNUR SURYO
036112	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - HR MUHAMMAD
030912	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - JEMUR ANDAYANI
035612	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - KAPAS KRAPUNG
032312	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - KEDUNGDORO
037512	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - KEMBANG JEPUN
032812	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - KERTAJAYA
037012	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - KUSUMA BANGSA
034312	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - MANYAR INDAH
037312	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - MARGOREJO INDAH
034212	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - MULYOSARI
093112	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - PANGLIMA SUDIRMAN
030812	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - PASAR TURI
037212	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - PERAK BARAT
037412	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - PUCANG ANOM
032912	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - RAJAWALI
038812	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA - STASIUN KOTA
036712	MGR	1/1/2014 00:00:00	RETAIL BANKING SURABAYA KLAMPIS                    
054012	MGR	1/1/2014 00:00:00	RETAIL BANKING TABALONG - PANGERAN ANTASARI
032712	MGR	1/1/2014 00:00:00	RETAIL BANKING TABANAN GAJAH MADA                  
044912	MGR	1/1/2014 00:00:00	RETAIL BANKING TAHUNA - HASANUDIN
052712	MGR	1/1/2014 00:00:00	RETAIL BANKING TANAH GROGOT - RA. KARTINI
011512	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - BINTARO III
011612	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - BSD
017412	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - BSD 2
016712	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - CBD CILEDUG
016912	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - CIKUPA
003212	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - DAAN MOGOT
015412	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - GADING SERPONG
016612	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - JENDRAL SUDIRMAN
017012	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - LIPPO KARAWACI
016812	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - MARTADINATA
017512	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - MUTIARA RAYA
010312	MGR	1/1/2014 00:00:00	RETAIL BANKING TANGERANG - TAMAN CIBODAS
063212	MGR	1/1/2014 00:00:00	RETAIL BANKING TANJUNG BALAI - COKROAMINOTO
002012	MGR	1/1/2014 00:00:00	RETAIL BANKING TANJUNG KARANG - KARTINI
009212	MGR	1/1/2014 00:00:00	RETAIL BANKING TANJUNG KARANG - WAYHALIM
065012	MGR	1/1/2014 00:00:00	RETAIL BANKING TANJUNG MORAWA
067712	MGR	1/1/2014 00:00:00	RETAIL BANKING TANJUNG PINANG - DI. PANJAITAN
052412	MGR	1/1/2014 00:00:00	RETAIL BANKING TANJUNG REDEP - AKB SANIPA
052812	MGR	1/1/2014 00:00:00	RETAIL BANKING TANJUNG SELOR - SKIP II
051212	MGR	1/1/2014 00:00:00	RETAIL BANKING TARAKAN - SUDIRMAN                  
051412	MGR	1/1/2014 00:00:00	RETAIL BANKING TARAKAN - YOS SUDARSO
020812	MGR	1/1/2014 00:00:00	RETAIL BANKING TASIKMALAYA - YUDANEGARA
062212	MGR	1/1/2014 00:00:00	RETAIL BANKING TEBING TINGGI SUDIRMAN              
070512	MGR	1/1/2014 00:00:00	RETAIL BANKING TEGAL - SUDIRMAN
071412	MGR	1/1/2014 00:00:00	RETAIL BANKING TEGAL BANJARAN
006612	MGR	1/1/2014 00:00:00	RETAIL BANKING TELUK BETUNG HIU
001912	MGR	1/1/2014 00:00:00	RETAIL BANKING TELUK BETUNG PATTIMURA
072312	MGR	1/1/2014 00:00:00	RETAIL BANKING TEMANGGUNG - TENTARA PELAJAR
051012	MGR	1/1/2014 00:00:00	RETAIL BANKING TENGGARONG - MADUNINGRAT
040112	MGR	1/1/2014 00:00:00	RETAIL BANKING TERNATE
044812	MGR	1/1/2014 00:00:00	RETAIL BANKING TIMIKA YOS SUDARSO
062112	MGR	1/1/2014 00:00:00	RETAIL BANKING TJ. PINANG - JL. POS
043412	MGR	1/1/2014 00:00:00	RETAIL BANKING TOLI-TOLI - USMAN BINOL
924300	MGR	1/1/2014 00:00:00	RETAIL BANKING TRANSFORMATION
034412	MGR	1/1/2014 00:00:00	RETAIL BANKING TUBAN LUKMAN HAKIM                  
030212	MGR	1/1/2014 00:00:00	RETAIL BANKING TULUNG AGUNG - KASIHIN
072412	MGR	1/1/2014 00:00:00	RETAIL BANKING UNGARAN - GATOT SUBROTO
042312	MGR	1/1/2014 00:00:00	RETAIL BANKING WAJO RA.KARTINI                     
071512	MGR	1/1/2014 00:00:00	RETAIL BANKING WANGON - RAYA UTARA
075612	MGR	1/1/2014 00:00:00	RETAIL BANKING WELERI - RAYA KENDAL
072812	MGR	1/1/2014 00:00:00	RETAIL BANKING WONOSOBO - SUMBING
075312	MGR	1/1/2014 00:00:00	RETAIL BANKING YOGYAKARTA - KALIURANG
075012	MGR	1/1/2014 00:00:00	RETAIL BANKING YOGYAKARTA - KUSUMANEGARA
070412	MGR	1/1/2014 00:00:00	RETAIL BANKING YOGYAKARTA - URIP.S
901600	MGR	1/1/2014 00:00:00	RETAIL RISK                 
906000	MGR	1/1/2014 00:00:00	RISK MANAGEMENT
906100	MGR	1/1/2014 00:00:00	RISK MANAGEMENT CONTROL & FRAUD
720100	MGR	1/1/2014 00:00:00	RPC & RCCV BANDUNG
750100	MGR	1/1/2014 00:00:00	RPC & RCCV BANJARMASIN
730200	MGR	1/1/2014 00:00:00	RPC & RCCV DENPASAR
710100	MGR	1/1/2014 00:00:00	RPC & RCCV JAKARTA
710200	MGR	1/1/2014 00:00:00	RPC & RCCV LAMPUNG
740100	MGR	1/1/2014 00:00:00	RPC & RCCV MAKASAR
740200	MGR	1/1/2014 00:00:00	RPC & RCCV MANADO
760100	MGR	1/1/2014 00:00:00	RPC & RCCV MEDAN
770100	MGR	1/1/2014 00:00:00	RPC & RCCV SEMARANG
730100	MGR	1/1/2014 00:00:00	RPC & RCCV SURABAYA
088281	MGR	1/1/2014 00:00:00	RPC SYARIAH BANDUNG
088181	MGR	1/1/2014 00:00:00	RPC SYARIAH JAKARTA
088481	MGR	1/1/2014 00:00:00	RPC SYARIAH MAKASSAR
088381	MGR	1/1/2014 00:00:00	RPC SYARIAH SURABAYA
751832	MGR	1/1/2014 00:00:00	RSH BALIK PAPAN
720232	MGR	1/1/2014 00:00:00	RSH BANDUNG                             
722532	MGR	1/1/2014 00:00:00	RSH CIREBON
734032	MGR	1/1/2014 00:00:00	RSH DENPASAR
710332	MGR	1/1/2014 00:00:00	RSH JAKARTA                             
764532	MGR	1/1/2014 00:00:00	RSH JAMBI
742432	MGR	1/1/2014 00:00:00	RSH MAKASSAR
732832	MGR	1/1/2014 00:00:00	RSH MALANG
742632	MGR	1/1/2014 00:00:00	RSH MANADO
760232	MGR	1/1/2014 00:00:00	RSH MEDAN                               
760332	MGR	1/1/2014 00:00:00	RSH PALEMBANG                           
762632	MGR	1/1/2014 00:00:00	RSH PEKANBARU
770232	MGR	1/1/2014 00:00:00	RSH SEMARANG                            
713332	MGR	1/1/2014 00:00:00	RSH SM SUMATRA 2
750232	MGR	1/1/2014 00:00:00	RSH SOLO                                
722432	MGR	1/1/2014 00:00:00	RSH SUPPLY CHAIN JABAR
712732	MGR	1/1/2014 00:00:00	RSH SUPPLY CHAIN JAKARTA
772532	MGR	1/1/2014 00:00:00	RSH SUPPLY CHAIN JATENG
732732	MGR	1/1/2014 00:00:00	RSH SUPPLY CHAIN JATIM
763032	MGR	1/1/2014 00:00:00	RSH SUPPLY CHAIN SUMATERA 1
730332	MGR	1/1/2014 00:00:00	RSH SURABAYA                            
923200	MGR	1/1/2014 00:00:00	RTGS
713000	MGR	1/1/2014 00:00:00	RTS 1 JAKARTA DAN LAMPUNG
730500	MGR	1/1/2014 00:00:00	RTS 2 SURABAYA
741900	MGR	1/1/2014 00:00:00	RTS 3 MAKASSAR                           
763100	MGR	1/1/2014 00:00:00	RTS 4 MEDAN
773100	MGR	1/1/2014 00:00:00	RTS 5 SEMARANG
730600	MGR	1/1/2014 00:00:00	RTSM BALI                               
750400	MGR	1/1/2014 00:00:00	RTSM BALIKPAPAN              
752000	MGR	1/1/2014 00:00:00	RTSM BANJARMASIN
720400	MGR	1/1/2014 00:00:00	RTSM JABAR                              
710500	MGR	1/1/2014 00:00:00	RTSM JAKARTA 1 & LAMPUNG                           
710700	MGR	1/1/2014 00:00:00	RTSM JAKARTA 2                          
710800	MGR	1/1/2014 00:00:00	RTSM JAKARTA 3                          
713400	MGR	1/1/2014 00:00:00	RTSM JAKARTA 4
713700	MGR	1/1/2014 00:00:00	RTSM JAKARTA 5
714100	MGR	1/1/2014 00:00:00	RTSM JAKARTA 6
770500	MGR	1/1/2014 00:00:00	RTSM JATENG                             
770600	MGR	1/1/2014 00:00:00	RTSM JATENG 2 YOGYAKARTA                
730700	MGR	1/1/2014 00:00:00	RTSM JATIM                              
730800	MGR	1/1/2014 00:00:00	RTSM JATIM 2 MALANG                     
710600	MGR	1/1/2014 00:00:00	RTSM LAMPUNG                            
740500	MGR	1/1/2014 00:00:00	RTSM MAKASSAR                           
740600	MGR	1/1/2014 00:00:00	RTSM MANADO                             
760600	MGR	1/1/2014 00:00:00	RTSM MEDAN                              
763200	MGR	1/1/2014 00:00:00	RTSM PALEMBANG
760700	MGR	1/1/2014 00:00:00	RTSM RIAU                               
905800	MGR	1/1/2014 00:00:00	SALES & MANAGEMENT MARKETING
944321	MGR	1/1/2014 00:00:00	SALES GOVERNANCE
911900	MGR	1/1/2014 00:00:00	SDH I
912000	MGR	1/1/2014 00:00:00	SDH II
912100	MGR	1/1/2014 00:00:00	SDH III
904700	MGR	1/1/2014 00:00:00	SECONDMENT - AQ
711500	MGR	1/1/2014 00:00:00	SECURED CREDIT UNDERWRITING R1
721100	MGR	1/1/2014 00:00:00	SECURED CREDIT UNDERWRITING R2
731500	MGR	1/1/2014 00:00:00	SECURED CREDIT UNDERWRITING R3
741300	MGR	1/1/2014 00:00:00	SECURED CREDIT UNDERWRITING R4
751000	MGR	1/1/2014 00:00:00	SECURED CREDIT UNDERWRITING R5
761400	MGR	1/1/2014 00:00:00	SECURED CREDIT UNDERWRITING R6
771300	MGR	1/1/2014 00:00:00	SECURED CREDIT UNDERWRITING R7
924600	MGR	1/1/2014 00:00:00	SECURITIES OPERATIONS
912200	MGR	1/1/2014 00:00:00	SEMM OPERATION SUPPORT
948251	MGR	1/1/2014 00:00:00	SENIOR BANKER CORPORATE 6
948351	MGR	1/1/2014 00:00:00	SENIOR BANKER CORPORATE 7
948451	MGR	1/1/2014 00:00:00	SENIOR BANKER CORPORATE 8
948551	MGR	1/1/2014 00:00:00	SENIOR BANKER CORPORATE 9
947651	MGR	1/1/2014 00:00:00	SENIOR BANKERS CORPORATE 1
947751	MGR	1/1/2014 00:00:00	SENIOR BANKERS CORPORATE 2
947851	MGR	1/1/2014 00:00:00	SENIOR BANKERS CORPORATE 3
947951	MGR	1/1/2014 00:00:00	SENIOR BANKERS CORPORATE 4
948051	MGR	1/1/2014 00:00:00	SENIOR BANKERS CORPORATE 5
906400	MGR	1/1/2014 00:00:00	SERVICE & FUNDING MANAGEMENT
904400	MGR	1/1/2014 00:00:00	SKAI                                    
923300	MGR	1/1/2014 00:00:00	SKN - KP DHN
892332	MGR	1/1/2014 00:00:00	SM CENGKARENG
892232	MGR	1/1/2014 00:00:00	SM CIBINONG
891932	MGR	1/1/2014 00:00:00	SM CIBITUNG
891832	MGR	1/1/2014 00:00:00	SM CIKARANG
892532	MGR	1/1/2014 00:00:00	SM CILEDUG
892432	MGR	1/1/2014 00:00:00	SM CIMONE
892632	MGR	1/1/2014 00:00:00	SM CIPUTAT
892732	MGR	1/1/2014 00:00:00	SM JATINEGARA
892032	MGR	1/1/2014 00:00:00	SM KLENDER
892932	MGR	1/1/2014 00:00:00	SM KRANJI
893932	MGR	1/1/2014 00:00:00	SM PARUNG
892832	MGR	1/1/2014 00:00:00	SM PASAR MINGGU
892132	MGR	1/1/2014 00:00:00	SM PONDOK GEDE
891732	MGR	1/1/2014 00:00:00	SM PS CIKUPA
050931	MGR	1/1/2014 00:00:00	SMA SMALL MED SINGKAWANG - NIAGA
908400	MGR	1/1/2014 00:00:00	SME CREDIT RISK
040731	MGR	1/1/2014 00:00:00	SME SMALL MED AMBON - DIPONEGORO
038431	MGR	1/1/2014 00:00:00	SME SMALL MED BADUNG - GATOT SUBROTO BARAT
066331	MGR	1/1/2014 00:00:00	SME SMALL MED BAGAN BATU - SUDIRMAN
053531	MGR	1/1/2014 00:00:00	SME SMALL MED BALIKPAPAN - A.YANI
052631	MGR	1/1/2014 00:00:00	SME SMALL MED BALIKPAPAN - PANDANSARI
050231	MGR	1/1/2014 00:00:00	SME SMALL MED BALIKPAPAN - SUDIRMAN 
061531	MGR	1/1/2014 00:00:00	SME SMALL MED BANDA ACEH - SAFIATUDDIN
020731	MGR	1/1/2014 00:00:00	SME SMALL MED BANDUNG - A. YANI
021931	MGR	1/1/2014 00:00:00	SME SMALL MED BANDUNG - CIMAHI
022331	MGR	1/1/2014 00:00:00	SME SMALL MED BANDUNG - JUANDA
020531	MGR	1/1/2014 00:00:00	SME SMALL MED BANDUNG - KOPO
020431	MGR	1/1/2014 00:00:00	SME SMALL MED BANDUNG - MERDEKA
020131	MGR	1/1/2014 00:00:00	SME SMALL MED BANDUNG - OTISTA
021531	MGR	1/1/2014 00:00:00	SME SMALL MED BANDUNG - PUNGKUR
020631	MGR	1/1/2014 00:00:00	SME SMALL MED BANDUNG - SETIABUDI
021131	MGR	1/1/2014 00:00:00	SME SMALL MED BANDUNG KOPO SAYATI
034031	MGR	1/1/2014 00:00:00	SME SMALL MED BANGKALAN TRUNOJOYO                 
052231	MGR	1/1/2014 00:00:00	SME SMALL MED BANJAR BARU - A.YANI
050831	MGR	1/1/2014 00:00:00	SME SMALL MED BANJARMASIN - A.YANI
050631	MGR	1/1/2014 00:00:00	SME SMALL MED BANJARMASIN - LAMBUNG MANGKURAT
051531	MGR	1/1/2014 00:00:00	SME SMALL MED BANJARMASIN PASAR BARU
030131	MGR	1/1/2014 00:00:00	SME SMALL MED BANYUWANGI - A. YANI
064931	MGR	1/1/2014 00:00:00	SME SMALL MED BATAM - GEDUNG NAGOYA
043231	MGR	1/1/2014 00:00:00	SME SMALL MED BAU-BAU - YOS SUDARSO
001731	MGR	1/1/2014 00:00:00	SME SMALL MED BEKASI -  JUANDA
015931	MGR	1/1/2014 00:00:00	SME SMALL MED BEKASI AHMAD YANI
007431	MGR	1/1/2014 00:00:00	SME SMALL MED BEKASI CIKARANG
060631	MGR	1/1/2014 00:00:00	SME SMALL MED BENGKULU - S.PARMAN
040831	MGR	1/1/2014 00:00:00	SME SMALL MED BITUNG YOS SUDARSO
002631	MGR	1/1/2014 00:00:00	SME SMALL MED BOGOR - JUANDA
010731	MGR	1/1/2014 00:00:00	SME SMALL MED BOGOR TAJUR
006031	MGR	1/1/2014 00:00:00	SME SMALL MED BOGOR WARUNG JAMBU
042031	MGR	1/1/2014 00:00:00	SME SMALL MED BONE - AGUS SALIM
052331	MGR	1/1/2014 00:00:00	SME SMALL MED BONTANG - MT.HARYONO
021031	MGR	1/1/2014 00:00:00	SME SMALL MED CIANJUR COKROAMINOTO
005531	MGR	1/1/2014 00:00:00	SME SMALL MED CILEDUG RAYA              
020331	MGR	1/1/2014 00:00:00	SME SMALL MED CIREBON YOS SUDARSO       
068131	MGR	1/1/2014 00:00:00	SME SMALL MED DELI SERDANG - SUTOMO
031031	MGR	1/1/2014 00:00:00	SME SMALL MED DENPASAR  - GUNUNG AGUNG
035031	MGR	1/1/2014 00:00:00	SME SMALL MED DENPASAR - DIPONEGORO
031831	MGR	1/1/2014 00:00:00	SME SMALL MED DENPASAR - HAYAM WURUK
036831	MGR	1/1/2014 00:00:00	SME SMALL MED DENPASAR - UBUD
062331	MGR	1/1/2014 00:00:00	SME SMALL MED DUMAI SUKAJADI            
022231	MGR	1/1/2014 00:00:00	SME SMALL MED GARUT CILEDUK
041331	MGR	1/1/2014 00:00:00	SME SMALL MED GORONTALO - A. YANI
016031	MGR	1/1/2014 00:00:00	SME SMALL MED GRAHA CIBINONG
032631	MGR	1/1/2014 00:00:00	SME SMALL MED GRESIK KARTINI            
001431	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA  - HASYIM ASHARI
001131	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA -  GLODOK PLAZA 1
004831	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - AGUS SALIM
012931	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - BANDENGAN
005031	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - BENHIL
005131	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - CIKINI
002531	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - CINERE
003631	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - DEPOK MARGONDA
005631	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - GAJAH MADA
004931	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - GREEN GARDEN
008931	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - GRIYA UTAMA SUNTER
000331	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - GUNUNG SAHARI
011931	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - ITC CEMPAKA MAS
004431	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - KALIBATA
004731	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - KALIMALANG TARUM
004231	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - KB. JRK INTERCOM
001631	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - KELAPA GADING 1
007031	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - MATRAMAN
009931	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - MITRA SUNTER
003331	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - MUARA KARANG
014931	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - ORION MANGGA DUA
001031	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - P.JAYAKARTA
000631	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - PANGLIMA POLIM
009431	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - PANTAI INDAH KAPUK
000731	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - PECENONGAN
003831	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - PONDOK BAMBU
015031	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - PURI KENCANA
006731	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - RADIO DALAM
005431	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - RASUNA SAID
013331	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - ROXY MAS
000131	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - TANJUNG DUREN
000931	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - TELEPON KOTA I
000831	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - TN.ABG FACHRUDIN
000531	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - TOMANG RAYA
013531	MGR	1/1/2014 00:00:00	SME SMALL MED JAKARTA - WOLTER MONGINSIDI
060831	MGR	1/1/2014 00:00:00	SME SMALL MED JAMBI - SUTOMO
040331	MGR	1/1/2014 00:00:00	SME SMALL MED JAYAPURA - A. YANI
031531	MGR	1/1/2014 00:00:00	SME SMALL MED JEMBER - GAJAH MADA
011031	MGR	1/1/2014 00:00:00	SME SMALL MED JKT - TAMAN RATU
006431	MGR	1/1/2014 00:00:00	SME SMALL MED KARAWANG                  
072631	MGR	1/1/2014 00:00:00	SME SMALL MED KEBUMEN KESUMA
030331	MGR	1/1/2014 00:00:00	SME SMALL MED KEDIRI BRAWIJAYA          
073931	MGR	1/1/2014 00:00:00	SME SMALL MED KENDAL RAYA
040231	MGR	1/1/2014 00:00:00	SME SMALL MED KENDARI - SAM RATULANGI
052931	MGR	1/1/2014 00:00:00	SME SMALL MED KETAPANG MERDEKA          
071331	MGR	1/1/2014 00:00:00	SME SMALL MED KLATEN PEMUDA             
051131	MGR	1/1/2014 00:00:00	SME SMALL MED KOTABARU - PUTRI CIPTASARI
051931	MGR	1/1/2014 00:00:00	SME SMALL MED KOTABARU BATULICIN
041631	MGR	1/1/2014 00:00:00	SME SMALL MED KOTAMOBAGU - KARTINI
073031	MGR	1/1/2014 00:00:00	SME SMALL MED KUDUS A YANI              
021831	MGR	1/1/2014 00:00:00	SME SMALL MED KUNINGAN SILIWANGI
030531	MGR	1/1/2014 00:00:00	SME SMALL MED KUPANG SUMATERA           
031331	MGR	1/1/2014 00:00:00	SME SMALL MED KUTA - LEGIAN
064031	MGR	1/1/2014 00:00:00	SME SMALL MED LAHAT PAGAR ALAM                    
061031	MGR	1/1/2014 00:00:00	SME SMALL MED LHOKSEUMAWE - PERDAGANGAN
061631	MGR	1/1/2014 00:00:00	SME SMALL MED LUBUK LINGGAU - GARUDA
042231	MGR	1/1/2014 00:00:00	SME SMALL MED LUWUK - BANGGAI
